pe_gap,ce_gap,pe_symbol_gap,ce_symbol_gap,target_pct,stop_loss_pct,max_open_positions,total_pnl,total_trades,win_rate,avg_trade,max_drawdown,final_cum_pnl
30,20,100,150,0.6,0.75,5,404898.875,863,68.71378910776362,469.17598493626883,-290557.25,404898.875
30,40,200,150,0.7,0.75,3,402418.75,780,66.15384615384615,515.9214743589744,-226636.875,402418.75
30,40,200,150,0.7,0.75,5,402418.75,780,66.15384615384615,515.9214743589744,-226636.875,402418.75
20,20,100,150,0.7,1.0,3,401068.25,614,69.70684039087948,653.2056188925081,-175445.75,401068.25
20,20,100,150,0.7,1.0,5,401068.25,614,69.70684039087948,653.2056188925081,-175445.75,401068.25
30,40,200,100,0.6,0.75,3,400821.875,780,68.71794871794872,513.8741987179487,-206093.625,400821.875
30,40,200,100,0.6,0.75,5,400821.875,780,68.71794871794872,513.8741987179487,-206093.625,400821.875
30,40,100,150,0.7,1.0,3,398825.25,780,71.92307692307692,511.31442307692305,-327894.0,398825.25
30,40,100,150,0.7,1.0,5,398825.25,780,71.92307692307692,511.31442307692305,-327894.0,398825.25
30,20,150,150,0.6,0.75,3,398784.875,863,69.0614136732329,462.0913962920046,-283303.625,398784.875
30,20,150,150,0.6,0.75,5,398784.875,863,69.0614136732329,462.0913962920046,-283303.625,398784.875
30,20,150,150,0.7,1.0,3,398680.5,863,71.2630359212051,461.97045191193513,-413780.75,398680.5
30,20,150,150,0.7,1.0,5,398680.5,863,71.2630359212051,461.97045191193513,-413780.75,398680.5
40,40,150,150,0.7,0.5,3,397914.75,684,58.77192982456141,581.7467105263158,-134169.5,397914.75
40,40,150,150,0.7,0.5,5,397914.75,684,58.77192982456141,581.7467105263158,-134169.5,397914.75
40,40,150,150,0.7,0.75,3,397542.0,684,65.78947368421053,581.2017543859649,-201317.625,397542.0
40,40,150,150,0.7,0.75,5,397542.0,684,65.78947368421053,581.2017543859649,-201317.625,397542.0
40,20,100,150,0.6,0.5,3,396158.75,767,60.625814863103,516.5042372881356,-176267.0,396158.75
40,20,100,150,0.6,0.5,5,396158.75,767,60.625814863103,516.5042372881356,-176267.0,396158.75
40,40,100,150,0.7,1.0,3,395654.0,684,71.78362573099415,578.4415204678363,-272091.5,395654.0
40,40,100,150,0.7,1.0,5,395654.0,684,71.78362573099415,578.4415204678363,-272091.5,395654.0
40,20,150,150,0.7,1.0,3,395560.5,767,70.79530638852673,515.7242503259453,-313546.5,395560.5
40,20,150,150,0.7,1.0,5,395560.5,767,70.79530638852673,515.7242503259453,-313546.5,395560.5
40,20,150,200,0.7,0.5,3,394813.5,767,58.670143415906125,514.7503259452412,-180786.5,394813.5
40,20,150,200,0.7,0.5,5,394813.5,767,58.670143415906125,514.7503259452412,-180786.5,394813.5
30,30,200,100,0.7,0.5,3,393507.5,672,56.99404761904761,585.5766369047619,-177040.25,393507.5
30,30,200,100,0.7,0.5,5,393507.5,672,56.99404761904761,585.5766369047619,-177040.25,393507.5
30,20,200,100,0.5,0.5,3,393355.0,863,63.73117033603708,455.7995365005794,-206303.75,393355.0
